"ESP_COD_FAO"	"ESP_LIB_FAO_FRANCAIS"
"MOF"	"Mollusques d'eau douce nca"
"MOL"	"Mollusques marins nca"
"MSH"	"Coquilles marines nca"
"SXX"	"Phoques et otaries nca"
"ODN"	"Baleines odontocètes nca"
"MYS"	"Baleines mysticètes nca"
"MAM"	"Mammifères aquatiques nca"
"TUL"	"Tortues d'eau douce nca"
"TTX"	"Tortues de mer nca"
"HQZ"	"Hydrozoaires"
"CSS"	"Madrépores nca"
"AQZ"	"Antipatharia"
"ZOT"	"Zoantharia"
"ATX"	"Actinies"
"AJZ"	"Corails mous"
"NTW"	"Pennatulacea"
"WOR"	"Vers marins"
"ECH"	"Oursins, bèches-de-mer"
"STF"	"Astéridés nca"
"OWP"	"Ophiures"
"URX"	"Oursins, etc. nca"
"CUX"	"Bèches-de-mer nca"
"CWD"	"Crinoïdes"
"SSX"	"Ascidiens nca"
"INV"	"Invertébrés aquatiques nca"
"CNI"	"Cnidaires nca"
"SWG"	"Algues vertes"
"SWB"	"Algues brunes"
"SWR"	"Algues rouges"
"APL"	"Plantes aquatiques nca"
"SWX"	"Algues nca"
"GPQ"	"Angiospermes aquatiques nca"
"..."	"Unionidae"
"..."	"Hepsetidae"
"..."	"Stegostomatidae"
"..."	"Melongenidae"
"..."	"Dumontiaceae"
"..."	"Epigonidae"
"..."	"Curimatidae"
"..."	"Atelecyclidae"
"..."	"Telmatherinidae"
"DMR"	"Schilbeidae"
"..."	"Anoplopomatidae"
"..."	"Fasciolariidae"
"..."	"Buccinidae"
"..."	"Cryptonemiaceae"
"..."	"Scombropidae"
"..."	"Holothuriidae"
"..."	"Notosudidae"
"..."	"Stichopodidae"
"..."	"Olyridae"
"..."	"Cyematidae"
"..."	"Patellidae"
"..."	"Gliceridae"
"GAV"	"Aplochiton zebra"
"GBB"	"Brachygalaxias bullocki"
"GGB"	"Galaxias brevipinnis"
"GGC"	"Galaxias cleaveri"
"GGF"	"Galaxias fasciatus"
"GGM"	"Galaxias maculatus"
"GGP"	"Galaxias postvectis"
"GGV"	"Galaxias vulgaris"
"GGZ"	"Galaxias zebratus"
"GLL"	"Lovettia sealii"
"GNB"	"Neochanna burrowsius"
"GND"	"Neochanna diversus"
"GPU"	"Paragalaxias dissimilis"
"DAP"	"Dallia pectoralis"
"NVH"	"Novumbra hubbsi"
"UMK"	"Umbra krameri"
"FPI"	"Brochet du Nord"
"EXI"	"Esox americanus"
"AMU"	"Brochet du Pacifique"
"GSD"	"Gonostoma denudatum"
"GSY"	"Gonostoma bathyphilum"
"GSL"	"Gonostoma elongatum"
"BPO"	"Bonapartia pedaliota"
"MTO"	"Margrethia obtusirostra"
"DPT"	"Diplophos taenia"
"DPM"	"Diplophos maderensis"
"YTA"	"Cyclothone acclinidens"
"YTB"	"Cyclothone alba"
"YTU"	"Cyclothone braueri"
"YTV"	"Cyclothone livida"
"YTM"	"Cyclothone microdon"
"YTP"	"Cyclothone pallida"
"YTS"	"Cyclothone pseudopallida"
"YTY"	"Cyclothone pygmaea"
"TPM"	"Triplophos hemingi"
"VAT"	"Valenciennellus tripunctulatus"
"SRN"	"Argyripnus atlanticus"
"SEE"	"Argyropelecus aculeatus"
"SDO"	"Danaphos oculatus"
"PYQ"	"Polyipnus aquavitus"
"SXD"	"Hache d'argent diaphane"
"SXP"	"Sternoptyx pseudobscura"
"MAV"	"Maurolicus muelleri"
"SAD"	"Aristostomias grimaldii"
"AEG"	"Astronesthes gemmifer"
"AEJ"	"Astronesthes indicus"
"AEO"	"Astronesthes leucopogon"
"AEP"	"Astronesthes neopogon"
"AHR"	"Astronesthes niger"
"BRT"	"Borostomias antarcticus"
"BRM"	"Borostomias mononema"
"SBB"	"Stomias boa"
"SMV"	"Stomias brevibarbatus"
"FGU"	"Flagellostomias boureei"
"BTN"	"Bathophilus nigerrimus"
"BTU"	"Bathophilus digitatus"
"BTV"	"Bathophilus vaillanti"
"CUD"	"Chauliodus danae"
"CDN"	"Chauliodus sloani"
"CVS"	"Chauliodus schmidti"
"SIO"	"Chirostomias pliopterus"
"ECR"	"Echiostoma barbatum"
"EUQ"	"Eustomias obscurus"
"EUR"	"Eustomias braueri"
"EUF"	"Eustomias furcifer"
"EUO"	"Eustomias longibarba"
"EUN"	"Eustomias tetranema"
"GMF"	"Grammatostomias flagellibarba"
"HTO"	"Heterophotus ophistoma"
"IDF"	"Idiacanthus fasciola"
"LSB"	"Leptostomias bilobatus"
"MCN"	"Malacosteus niger"
"MNB"	"Melanostomias biseriatus"
"MNM"	"Melanostomias melanopogon"
"MNE"	"Melanostomias tentaculatus"
"MNV"	"Melanostomias valdiviae"
"MNP"	"Neonesthes capensis"
"OSO"	"Odontostomias masticopogon"
"OPN"	"Opostomias micripnus"
"SCW"	"Pachystomias microdon"
"PNE"	"Photonectes albipennis"
"PUE"	"Photostomias guernei"
"ITM"	"Poisson-chat"
"ITN"	"Ameiurus natalis"
"ITE"	"Barbotte brune"
"IPH"	"Prietella phreatophila"
"ISE"	"Satan eurystomus"
"IPO"	"Pylodictis olivaris"
"INX"	"Noturus exilis"
"INF"	"Noturus flavus"
"ING"	"Noturus gyrinus"
"INI"	"Noturus insignis"
"INP"	"Noturus phaeus"
"INL"	"Noturus placidus"
"INT"	"Noturus stigmosus"
"ITA"	"Trogloglanis pattersoni"
"LGI"	"Liobagrus reinii"
"LYM"	"Amblyceps mangois"
"AKF"	"Akysis fuscus"
"BQG"	"Breitensteinia insignis"
"ADC"	"Acrochordonichthys chamaeleon"
"ONT"	"Conta conta"
"CGK"	"Coraglanis kishinouyei"
"EHM"	"Erethistes maesotensis"
"EHO"	"Erethistoides montana"
"EHF"	"Euchiloglanis feae"
"EXB"	"Exostoma berdmorei"
"HRH"	"Hara hara"
"MGB"	"Myersglanis blythii"
"NGI"	"Nangra itchkeea"
"OGD"	"Oreoglanis delacouri"
"PCP"	"Pareuchiloglanis poilanei"
"PDU"	"Pseudecheneis sulcatus"
"PGB"	"Pseudolaguvia tuberculatus"
"BGG"	"Bagarius bagarius"
"GGE"	"Gagata cenia"
"GGA"	"Gagata gagata"
"GYM"	"Glyptosternon maculatum"
"SOD"	"Sisor rabdophorus"
"GXA"	"Glyptothorax alaknandi"
"DET"	"Andersonia leptura"
"BGB"	"Belonoglanis brieni"
"DUA"	"Doumea alula"
"LGB"	"Leptoglanis bouilloni"
"PAF"	"Paramphilius firestonei"
"HRN"	"Phractura ansorgii"
"TYI"	"Trachyglanis ineac"
"ZYZ"	"Zaireichthys zonatus"
"LUT"	"Amphilius platychir"
"CAC"	"Chaca chaca"
"CAK"	"Chaca bankanensis"
"AIC"	"Ailia coila"
"LUG"	"Clupisoma garua"
"EUD"	"Eutropiellus debauwi"
"LDH"	"Laides hexanema"
"NPK"	"Neotropius khavalchor"
"ILP"	"Parailia pellucida"
"EUU"	"Pareutropius buffei"
"ITK"	"Proeutropiichthys taakree"
"LND"	"Silonia silondia"
"LUU"	"Siluranodon auritus"
"EUV"	"Eutropiichthys vacha"
"UDA"	"Pseudeutropius atherinoides"
"HII"	"Schilbe intermedius"
"HIY"	"Schilbe mystus"
"HIM"	"Schilbe marmoratus"
"HIU"	"Schilbe uranoscopus"
"IVO"	"Irvineia orientalis"
"CBP"	"Channallabes apus"
"DPA"	"Dinotopterus atribranchus"
"DCM"	"Dolichallabes microphthalmus"
"ECU"	"Encheloclarias baculum"
"GYV"	"Gymnallabes alvarezi"
"HGK"	"Horaglanis krishnai"
"PYO"	"Platyallabes tihoni"
"PYC"	"Platyclarias machadoi"
"TKM"	"Tanganikallabes mortiauxi"
"XCE"	"Xenoclarias eupogon"
"CBT"	"Clarias batrachus"
"CFS"	"Clarias fuscus"
"CLZ"	"Poisson-chat nord-africain"
"CMC"	"Clarias macrocephalus"
"LRA"	"Clarias alluaudi"
"CLN"	"Clarias anguillaris"
"LRN"	"Clarias ngamensis"
"LRT"	"Clarias theodorae"
"LRW"	"Clarias werneri"
"CZG"	"Clarias nieuhofii"
"LOU"	"Carcharias tricuspidatus"
"LOO"	"Requin féroce"
"ODH"	"Requin noronhai"
"LMO"	"Requin lutin"
"PSK"	"Requin crocodile"
"LMP"	"Requin grande guele"
"ALV"	"Renard"
"PTH"	"Renard pélagique"
"BTH"	"Renard à gros yeux"
"SMA"	"Taupe bleue"
"LMA"	"Petite taupe"
"POR"	"Requin-taupe commun"
"LMD"	"Requin-taupe saumon"
"WSH"	"Grand requin blanc"
"OSF"	"Requin zèbre"
"ORE"	"Requin-tapis barbu"
"ORJ"	"Requin-tapis moustache"
"ORT"	"Requin-tapis tacheté"
"ORO"	"Requin-tapis paste"
"ORV"	"Requin-tapis savetier"
"ORS"	"Requin-tapis cordonnier"
"GNC"	"Requin-nourrice"
"ORX"	"Requin nourrice à queue courte"
"ORZ"	"Requin nourrice fauve"
"ORF"	"Requin-chabot grivelé"
"ORK"	"Requin-chabot épaulette"
"ORN"	"Requin-chabot ocellé"
"ORQ"	"Requin-chabot moine"
"ORW"	"Requin-chabot marquéterie"
"ORA"	"Requin-chabot camot"
"ORP"	"Requin-chabot à taches bleues"
"ORR"	"Requin-chabot gris"
"ORI"	"Requin-chabot élégant"
"ORH"	"Requin-chabot taches blanches"
"ORB"	"Requin-chabot bambou"
"RHN"	"Requin baleine"
"OBW"	"Requin aveugle des roches"
"OBH"	"Requin aveugle gris-bleu"
"OPC"	"Requin carpette à moustache"
"OPF"	"Requin carpette chin"
"OPJ"	"Requin carpette chat"
"OPY"	"Requin carpette à collarette"
"OPE"	"Requin carpette roux"
"OPV"	"Requin carpette à collier"
"GAA"	"Chien à queue rude"
"GAB"	"Chien égoine"
"GAE"	"Chien gecko"
"SHO"	"Chien espagnol"
"GAO"	"Galeus longirostris"
"GAM"	"Chien islandais"
"GAN"	"Chien planeur"
"GAP"	"Chien poivré"
"GAQ"	"Chien râpe"
"GAI"	"Chien lime"
"GAH"	"Chien nain"
"SYC"	"Petite roussette"
"SYT"	"Grande roussette"
"SYB"	"Roussette polka"
"SYA"	"Roussette boa"
"SYP"	"Roussette à taches jaunes"
"SYE"	"Roussette thalassa"
"SYG"	"Roussette à taches brunes"
"SYH"	"Roussette taches de son"
"SYU"	"Roussette selle blanche"
"SYM"	"Roussette cloquée"
"SYF"	"Roussette maille"
"SYK"	"Scyliorhinus tokubee"
"SYZ"	"Roussette nuageuse"
"SYI"	"Roussette naine"
"SHV"	"Holbiche blanche"
"SHY"	"Holbiche à taches rouges"
"SHU"	"Holbiche petite queue"
"SHN"	"Holbiche mannequin"
"ASY"	"Chien tacheté"
"ASV"	"Chien tasmanien"
"ATM"	"Chien marbré"
"ATY"	"Chien corail"
"HPE"	"Roussette vipérine"
"HPF"	"Roussette brune"
"HPP"	"Roussette sombre"
"HOP"	"Holbiche à gorge tachetée"
"HOR"	"Holbiche isard"
"PAH"	"Holbiche campèchoise"
"PAE"	"Parmaturus macmillani"
"..."	"Viviparidae"
"..."	"Polychelidae"
"..."	"Corallinaceae"
"..."	"Derichthyidae"
"..."	"Ursidae"
"..."	"Arcidae"
"..."	"Polyodontidae"
"..."	"Chaetopleuridae"
"..."	"Delesseriaceae"
"..."	"Bathylutichthyidae"
"..."	"Chiasmodontidae"
"..."	"Rhinochimaeridae"
"..."	"Clariidae"
"..."	"Xenisthmidae"
"KKW"	"Hormathiidae"
"..."	"Hexatrygonidae"
"..."	"Normanichthyidae"
"..."	"Brachionichthyidae"
"..."	"Hexagrammidae"
"..."	"Zaniolepididae"
"..."	"Thaumastochelidae"
"..."	"Sisoridae"
"..."	"Aspredinidae"
"..."	"Hemisquillidae"
"..."	"Leptoscopidae"
"..."	"Bangiaceae"
"..."	"Sargassaceae"
"..."	"Sepiadariidae"
"..."	"Dreissenidae"
"..."	"Haemulidae"
"..."	"Toxopneustidae"
"..."	"Rondeletiidae"
"..."	"Ereuniidae"
"..."	"Odontobutidae"
"..."	"Monognathidae"
"..."	"Siluridae"
"..."	"Littorinidae"
"..."	"Comephoridae"
"OKX"	"Oneirodidae"
"..."	"Chaudhuriidae"
"..."	"Gnatophyllidae"
"..."	"Hemiscylliidae"
"TRU"	"Latridae"
"..."	"Olividae"
"..."	"Brachionidae"
"..."	"Achiridae"
"..."	"Processidae"
"..."	"Aulorhynchidae"
"..."	"Percidae"
"..."	"Nephtyidae"
"..."	"Osteoglossidae"
"..."	"Pinnidae"
"GGW"	"Gorgoniidae"
"..."	"Amiidae"
"..."	"Macrurocyttidae"
"..."	"Hypneaceae"
"..."	"Pristiophoridae"
"..."	"Sundasalangidae"
"..."	"Cynodontidae"
"..."	"Hiodontidae"
"EWA"	"Écrevisses européennes nca"
"..."	"Stenopodidae"
"..."	"Helioporidae"
"..."	"Sepiidae"
"..."	"Inermiidae"
"..."	"Chironemidae"
"..."	"Potamididae"
"..."	"Mustelidae"
"..."	"Aplodactylidae"
"..."	"Donacidae"
"..."	"Parascylliidae"
"..."	"Zosteraceae"
"..."	"Notocheiridae"
"..."	"Sternopygidae"
"..."	"Abyssocottidae"
"..."	"Homolidae"
"..."	"Pentacerotidae"
"..."	"Apteronotidae"
"CJF"	"Écrevisses océaniennes nca"
"..."	"Loricariidae"
"..."	"Poeciliidae"
"RID"	"Rhadinesthes decimus"
"TSM"	"Tactostoma macropus"
"TYX"	"Thysanactis dentex"
"TLE"	"Dragonu joue de feu"
"IHO"	"Ichthyococcus ovatus"
"HOE"	"Phosichthys argenteus"
"OLM"	"Pollichthys mauli"
"OLC"	"Polymetme corythaeola"
"VIA"	"Vinciguerria attenuata"
"VII"	"Vinciguerria nimbaria"
"VIP"	"Vinciguerria poweriae"
"WOM"	"Woodsia meyerwaardeni"
"YAB"	"Yarrella blackfordi"
"ARP"	"Pirarucu"
"OOB"	"Osteoglossum bicirrhosum"
"OSJ"	"Scleropages jardinii"
"OHB"	"Scléropage d'Asie"
"HTN"	"Heterotis niloticus"
"NCC"	"Chitala chitala"
"NCG"	"Chitala lopis"
"NCW"	"Chitala blanci"
"ONN"	"Notopterus notopterus"
"ONP"	"Papyrocranus afer"
"ONX"	"Xenomystus nigri"
"OHA"	"Hiodon tergisus"
"OPB"	"Pantodon buchholzi"
"OMB"	"Boulengeromyrus knoepffleri"
"OBB"	"Brienomyrus brachyistius"
"OMC"	"Campylomormyrus elephas"
"OMG"	"Genyomyrus donnyi"
"OMH"	"Gnathonemus petersii"
"OMY"	"Heteromormyrus pauciradiatus"
"OMP"	"Hippopotamyrus discorhynchus"
"OMU"	"Hyperopisus bebe"
"OMI"	"Isichthys henryi"
"OMV"	"Ivindomyrus opdenboschi"
"OMR"	"Marcusenius abadii"
"OMA"	"Marcusenius macrolepidotus"
"OMO"	"Mormyrus rume"
"OMJ"	"Paramormyrops jacksoni"
"OME"	"Petrocephalus catostoma"
"OMD"	"Pollimyrus isidori"
"OMT"	"Stomatorhinus ater"
"OGN"	"Gymnarchus niloticus"
"CEW"	"Elops hawaiensis"
"LAD"	"Guinée-machète"
"CEI"	"Elops affinis"
"CEC"	"Guinée d'Afrique occidentale"
"CEG"	"Guinée du Sénégal"
"CEV"	"Elops machnata"
"TAR"	"Tarpon argenté"
"TAI"	"Tarpon indo-pacifique"
"BOF"	"Banane de mer"
"BGV"	"Banane lèvre ronde"
"BNF"	"Banane gisu"
"GGH"	"Gigantura chuni"
"HIJ"	"Hime japonicus"
"ULF"	"Limbert royal"
"BEE"	"Benthalbella elongata"
"BNZ"	"Benthalbella macropinna"
"RYL"	"Rosenblattichthys alatus"
"SID"	"Scopelarchoides danae"
"OUA"	"Scopelarchus analis"
"REI"	"Coccorella atlantica"
"EVO"	"Evermannella balbo"
"ODM"	"Odontostomops normalops"
"OMW"	"Omosudis lowei"
"ALX"	"Lancier longnez"
"ALO"	"Lancier à nez court"
"ANP"	"Pharaon"
"AVT"	"Poisson-marabout austral"
"DLF"	"Dolichosudis fuliginosa"
"LDA"	"Lestidiops affinis"
"LDL"	"Lestidium atlanticum"
"LDI"	"Lestrolepis intermedia"
"MCF"	"Macroparalepis affinis"
"SIY"	"Sudis hyalina"
"MNL"	"Magnisudis atlantica"
"MAP"	"Barracudine australe"
"NTO"	"Barracudine antarctique"
"NRD"	"Barracudine pintade"
"NNV"	"Barracudine annelée"
"SNG"	"Stemonosudis elegans"
"UNL"	"Uncisudis longirostra"
"PIR"	"Paralepis coregonoides"
"HEB"	"Poisson-chat africain"
"HEL"	"Heterobranchus longifilis"
"LLM"	"Clariallabes attemsi"
"UGZ"	"Uegitglanis zammaranoi"
"OYB"	"Olyra burmanica"
"MPC"	"Silure électrique"
"MPI"	"Malapterurus microstoma"
"UYT"	"Aguarunichthys torosus"
"BPR"	"Bagropsis reinhardti"
"BGP"	"Bergiaria platana"
"BGF"	"Brachyglanis frenata"
"BPF"	"Bagre laulao"
"BPJ"	"Brachyplatystoma juruense"
"BPT"	"Bagre vaillant"
"HYM"	"Calophysus macropterus"
"HCB"	"Cheirocerus abuelo"
"DUE"	"Duopalatinus emarginatus"
"GDM"	"Gladioglanis machadoi"
"GDQ"	"Goeldiella eques"
"GNP"	"Brachyplatystoma platynemum"
"HBY"	"Hemisorubim platyrhynchos"
"NGL"	"Nemuroglanis lanceolatus"
"MGO"	"Myoglanis collettii"
"MDT"	"Merodontotus tigrinus"
"LSX"	"Lophiosilurus alexandri"
"LRP"	"Leiarius marmoratus"
"IMM"	"Imparfinis mirini"
"RMI"	"Leiarius arekaima"
"RMQ"	"Rhamdia quelen"
"JLX"	"Murex nca"
"..."	"Capitellidae"
"PMB"	"Pimelodus albicans"
"PMT"	"Pimelodella altipinnis"
"PMS"	"Pimelodus altissimus"
"PMD"	"Synodontis clarias"
"PMM"	"Pimelodus fur"
"PMJ"	"Pimelodus jivaro"
"MDM"	"Pimelodus maculatus"
"MDN"	"Pimelodus ornatus"
"PMI"	"Pimelodus grosskopfii"
"MDP"	"Pimelodus pictus"
"MDL"	"Pimelodus platicirris"
"SBO"	"Sorubim latirostris"
"SBM"	"Sorubim lima"
"SII"	"Sorubim trigonocephalus"
"PNO"	"Perrunichthys perruno"
"PMN"	"Phenacorhamdia anisura"
"PEH"	"Phractocephalus hemioliopterus"
"PBT"	"Phreatobius cisternarum"
"MDI"	"Pinirampus pirinampu"
"PMG"	"Pimelodella gracilis"
"PML"	"Pimelodella laticeps"
"PMH"	"Pimelodella hasemani"
"PMY"	"Pimelodella yuncensis"
"MDU"	"Piramutana piramuta"
"PMQ"	"Platynematichthys notatus"
"TLU"	"Platysilurus barbatus"
"PLJ"	"Paulicea jahu"
"PLK"	"Paulicea luetkeni"
"UDC"	"Pseudoplatystoma corruscans"
"UDF"	"Pseudoplatystoma fasciatum"
"UDT"	"Pseudoplatystoma tigrinum"
"ZUZ"	"Zungaro zungaro"
"LPI"	"Luciopimelodus pati"
"MGE"	"Microglanis ater"
"MGG"	"Megalonema argentina"
"HPM"	"Heptapterus mustelinus"
"IHL"	"Iheringichthys labrosus"
"PMV"	"Parapimelodus valenciennis"
"UDB"	"Pseudopimelodus albomarginatus"
"CPQ"	"Cetopsorhamdia boquillae"
"MTU"	"Platystomatichthys mucosus"
"GLM"	"Pteroglanis manni"
"RLC"	"Rhamdella eriarcha"
"RIM"	"Rhamdiopsis moreirai"
"SIH"	"Sorubimichthys planiceps"
"SAY"	"Steindachneridion amblyurua"
"TBK"	"Typhlobagrus kronei"
"ZUM"	"Zungaropsis multimaculatus"
"HGA"	"Helogenes castaneus"
"PAV"	"Holbiche à joues noires"
"HXY"	"Hexactinellida"
"PAW"	"Holbiche salamandre"
"PAY"	"Holbiche râpe"
"CSA"	"Apristurus acanutus"
"CSU"	"Holbiche atlantique"
"CSN"	"Holbiche brune"
"CSQ"	"Holbiche grise"
"CSG"	"Apristurus gibbosus"
"CSW"	"Holbiche à longues nageoires"
"APD"	"Holbiche artouca"
"APV"	"Holbiche platnez"
"CSJ"	"Holbiche japonaise"
"CSZ"	"Holbiche tapir"
"APQ"	"Apristurus laurussonii"
"CSF"	"Holbiche à grande tête"
"CSX"	"Holbiche torazame"
"APM"	"Apristurus macrostomus"
"APA"	"Holbiche fantôme"
"APX"	"Holbiche porc"
"APY"	"Apristurus micropterygeus"
"APW"	"Holbiche cyrano"
"APK"	"Holbiche petites ailes"
"APZ"	"Holbiche spatule"
"APP"	"Holbiche papoila"
"CSV"	"Holbiche grandes oreilles"
"APC"	"Holbiche gatussau"
"APJ"	"Holbiche pâle"
"ASI"	"Holbiche chuhu"
"ASO"	"Holbiche tête molle"
"ASE"	"Holbiche nébuleuse"
"ASW"	"Holbiche malaise"
"AUK"	"Aulohalaelurus kanakorum"
"AUL"	"Chien à taches noires"
"HAA"	"Holbiche arabique"
"HAB"	"Holbiche mouchetée"
"HAE"	"Holbiche à taches noires"
"HAN"	"Holbiche sombre"
"HAO"	"Holbiche kiwi"
"HAH"	"Holbiche mignonne"
"HAV"	"Holbiche glabre"
"HAY"	"Holbiche des plages"
"HAG"	"Holbiche des vases"
"HAK"	"Holbiche tigrée"
"HAQ"	"Holbiche quagga"
"PEU"	"Holbiche voile"
"CPF"	"Holbiche bouffie"
"CPS"	"Holbiche damier"
"CPT"	"Holbiche gressouillette"
"CPN"	"Holbiche isabelle"
"CPA"	"Holbiche indienne"
"CPH"	"Holbiche soufflue"
"CPB"	"Cephaloscyllium umbratile"
"CPV"	"Holbiche ventrue"
"CPC"	"Holbiche têtard"
"POU"	"Roussette rubanée"
"POE"	"Roussette barbichette"
"POH"	"Roussette panthère"
"BSH"	"Peau bleue"
"CIO"	"Requin bécune"
"LMT"	"Requin grandes ailes"
"CNX"	"Requin nez blanc"
"CCP"	"Requin gris"
"CCY"	"Requin gracile"
"CCL"	"Requin bordé"
"BLR"	"Requin pointes noires"
"AML"	"Requin dagsit"
"CCF"	"Requin balestrine"
"CCX"	"Requin tigre houareau"
"CCN"	"Requin nez noir"
"CCC"	"Requin nerveux"
"OCS"	"Requin océanique"
"CCR"	"Requin tiqueue"
"CCD"	"Requin à joues blanches"
"CCZ"	"Requin baleinier"
"DUS"	"Requin de sable"
"FAL"	"Requin soyeux"
"CCE"	"Requin bouledogue"
"ALS"	"Requin pointe blanche"
"BRO"	"Requin cuivre"
"CCB"	"Requin tisserand"
"CCI"	"Requin à tache noir"
"CCS"	"Requin de nuit"
"CCM"	"Requin à nez rude"
"..."	"Glaucosomatidae"
"..."	"Nemaliaceae"
"..."	"Melanotaeniidae"
"..."	"Ziphiidae"
"..."	"Hydrophiidae"
"..."	"Dunaliellaceae"
"..."	"Lactariidae"
"..."	"Callanthiidae"
"..."	"Cionidae"
"..."	"Bregmacerotidae"
"AJI"	"Artemiidae"
"..."	"Gymnotidae"
"..."	"Gigantactinidae"
"..."	"Limidae"
"..."	"Gracilariaceae"
"..."	"Poritidae"
"..."	"Amphiliidae"
"..."	"Durvillaeaceae"
"..."	"Brachaeluridae"
"..."	"Campylonotidae"
"..."	"Coregonidae"
"..."	"Hemiodontidae"
"..."	"Lophichthyidae"
"..."	"Phocoenidae"
"..."	"Centropomidae"
"..."	"Odobenidae"
"..."	"Vermetidae"
"..."	"Grapsidae"
"..."	"Kuhliidae"
"..."	"Arripidae"
"..."	"Plesiobatidae"
"..."	"Lebiasinidae"
"..."	"Caracanthidae"
"..."	"Anabantidae"
"..."	"Coralliophilidae"
"..."	"Dictyotaceae"
"..."	"Himantolophidae"
"BAE"	"Balaenopteridae"
"..."	"Parascorpididae"
"..."	"Pelagiidae"
"DGL"	"Melamphaidae"
"..."	"Notopteridae"
"..."	"Gelidiaceae"
"..."	"Chaenopsidae"
"..."	"Anoplogasteridae"
"..."	"Pholadidae"
"..."	"Oplegnathidae"
"..."	"Tetrarogidae"
"..."	"Rissoellaceae"
"ACZ"	"Écrevisses américaines nca"
"..."	"Glycymerididae"
"..."	"Styelidae"
"..."	"Cerithiidae"
"..."	"Nereididae"
"..."	"Heteropneustidae"
"..."	"Faviidae"
"..."	"Symphysanodontidae"
"..."	"Bonnemaisoniaceae"
"..."	"Gymnuridae"
"..."	"Haliotidae"
"..."	"Opisthoproctidae"
"..."	"Evermannellidae"
"..."	"Turbinellidae"
"..."	"Lobotidae"
"..."	"Monostromataceae"
"..."	"Spondylidae"
"..."	"Bovichtidae"
"..."	"Columbellidae"
"..."	"Nautilidae"
"..."	"Agariciidae"
"..."	"Rachycentridae"
"..."	"Cystocloniaceae"
"..."	"Tridacnidae"
"..."	"Ficidae"
"..."	"Adrianichthyidae"
"..."	"Cyperaceae"
"..."	"Cranchiidae"
"..."	"Oscillatoriaceae"
"SLZ"	"Salmonidés"
"..."	"Dinolestidae"
"PRV"	"Paralepis brevirostris"
"BSG"	"Bathysauropsis gigas"
"CUF"	"Chlorophthalmus acutifrons"
"AIY"	"Ahliesaurus berryi"
"LUN"	"Luciosudis normani"
"SLH"	"Scopelosaurus hamiltoni"
"PSV"	"Pseudotrichonotus altivelis"
"BCV"	"Bathymicrops brevianalis"
"IPZ"	"Ipnops agassizii"
"PFS"	"Parasudis fraserbrunneri"
"BDU"	"Bathypterois dubius"
"BPG"	"Bathypterois longipes"
"BUC"	"Scopelidé"
"BHF"	"Bathysaurus ferox"
"SYV"	"Synodus evermanni"
"SYL"	"Synodus lucioceps"
"SDR"	"Synodus saurus"
"SYW"	"Synodus variegatus"
"LIG"	"Anoli tumbil"
"LIB"	"Anoli à grandes écailles"
"NSM"	"Neoscopelus macrolepidotus"
"SYJ"	"Scopelengys tristis"
"SVA"	"Solivomer arenidens"
"BNX"	"Bolinichthys distofax"
"CBN"	"Centrobranchus andreae"
"MCD"	"Lanterne de Madère"
"DGA"	"Diogenichthys atlanticus"
"GCB"	"Gonichthys barnesi"
"HIA"	"Hintonia candens"
"HYB"	"Lanterne benoite"
"HHV"	"Lanterne des Bermudes"
"IYU"	"Idiolychnus urolampus"
"MTP"	"Myctophum punctatum"
"MCU"	"Myctophum nitidulum"
"MMY"	"Myctophum selenops"
"KRA"	"Krefftichthys anderssoni"
"LAN"	"Lanternule de Hector"
"LYD"	"Lanterne crocodile"
"LPL"	"Lampanyctus alatus"
"LPY"	"Nannobrachium atrum"
"LYU"	"Nannobrachium cuprarium"
"LYF"	"Lampanyctus festivus"
"LYI"	"Lampanyctus intricarius"
"LYL"	"Nannobrachium lineatum"
"LYO"	"Lampanyctus macdonaldi"
"LYP"	"Lampanyctus photonotus"
"LYJ"	"Lampanyctus pusillus"
"LAC"	"Lanternule-gueulue manchot"
"DPB"	"Diaphus bertelseni"
"DPY"	"Diaphus brachycephalus"
"DPU"	"Diaphus dumerilii"
"DPE"	"Diaphus effulgens"
"DPO"	"Lanterne courte"
"DPL"	"Diaphus lucidus"
"DPP"	"Diaphus metopoclampus"
"DPI"	"Diaphus mollis"
"DPF"	"Diaphus rafinesquii"
"DPJ"	"Diaphus termophilus"
"LDS"	"Lanternule-opale costumée"
"LDC"	"Lampadena chavesi"
"LDU"	"Lampadena urophaos"
"LHG"	"Lepidophanes gaussi"
"LNF"	"Lanterne de Dofleini"
"SLU"	"Stenobrachius leucopsarus"
"BHG"	"Lanterne glaciaire"
"BNS"	"Benthosema suborbitale"
"BHQ"	"Benthosema pterotum"
"LWI"	"Loweina interrupta"
"MTW"	"Metelectrona herwigi"
"ELR"	"Étincelle"
"ELC"	"Lanternule de Carlsberg"
"ELN"	"Lanternule antarctique"
"NOO"	"Notoscopelus bolini"
"GYN"	"Gymnoscopelus nicholsi"
"GYB"	"Gymnoscopelus bolini"
"GYR"	"Gymnoscopelus braueri"
"GYF"	"Gymnoscopelus fraseri"
"GYO"	"Gymnoscopelus opisthopterus"
"GYJ"	"Gymnoscopelus hintonoides"
"BTO"	"Acanthocobitis botia"
"ANO"	"Annamia normani"
"BTA"	"Balitora annamitica"
"HPN"	"Bagre paysan"
